OrderID,CustomerID,ProductID,RegionCode,Order Date,Quantity,Unit Price (NGN),Discount %,Shipping Cost (NGN),Payment Method,Status,Sales Rep,Notes
ORD-00876,C0845,P012,R02,17-09-23,26,24282,0.1,4399,POS,Pending,Lanre Ojo,
ORD-02555,C1190,P010,R06,15-07-22,43,20919,0,7802,Cash,Cancelled,Tonye Peterside,
ORD-01301,C0339,P011,R10,31-07-23,37,12159,0.15,5252,POS,Completed,Zainab Aliyu,Corporate Discount
ORD-00688,C0050,P001,R10,31-08-21,11,551750,0.1,1006,Cash,Cancelled,Zainab Aliyu,Partial Payment
ORD-00441,C0884,P013,R05,18-07-21,27,199457,0.15,5101,Cash,Completed,Ngozi Obiora,Paid On Delivery
ORD-01343,C1184,P009,R09,11-04-22,7,53604,0.2,7277,Cheque,Pending,Musa Danladi,Urgent Delivery
ORD-00135,C0067,P020,R13,21-11-21,36,77473,0,4049,POS,Completed,Hauwa Gombe,Return Requested
ORD-00984,C0188,P004,R03,08-06-21,3,129482,0.15,7524,Bank Transfer,Returned,Seun Bello,VIP Customer
ORD-01756,C0629,P009,R02,10-09-21,5,40411,0.15,7927,POS,Completed,Seun Bello,VIP Customer
ORD-00018,C0409,P015,R10,01-05-23,28,283237,0,4995,Bank Transfer,Completed,Fatima Umar,Urgent Delivery
ORD-02730,C0710,P007,R08,15-08-21,7,12681,0.15,7751,Cash,Completed,Yakubu Idris,Bulk Order
ORD-02650,C0452,P018,R12,14-09-22,4,132675,0.2,1185,POS,Pending,Suleiman Ringim,Corporate Discount
ORD-02164,C0172,P009,R04,28-11-21,14,41642,0.2,2980,POS,Completed,Amaka Nwosu,
ORD-01565,C0454,P005,R07,16-05-22,22,157904,0,6457,Cash,Returned,Tonye Peterside,Paid On Delivery
ORD-00089,C0229,P010,R09,03-01-22,42,15330,0.2,5498,Cash,Returned,Bose Adama,VIP Customer
ORD-01648,C0987,P009,R13,23-08-23,12,46339,0.2,3725,POS,Completed,Suleiman Ringim,Urgent Delivery
ORD-02170,C0669,P008,R06,24-09-22,44,104953,0.1,7104,Bank Transfer,Pending,Efemena Oghenekaro,Bulk Order
ORD-01581,C0630,P018,R05,01-04-22,25,129363,0.1,850,POS,Completed,Chidi Okonkwo,VIP Customer
ORD-02814,C0445,P012,R13,14-09-23,13,15175,0.05,1818,POS,Pending,Suleiman Ringim,Bulk Order
ORD-02092,C0928,P004,R03,14-03-21,5,129285,0.2,5515,Cash,Completed,Tunde Afolabi,VIP Customer
ORD-00002,C0890,P005,R06,12-03-21,4,154958,0,3454,Bank Transfer,Completed,Tonye Peterside,VIP Customer
ORD-01583,C1011,P020,R09,07-02-22,10,64053,0,3363,Cash,Pending,Bose Adama,
ORD-00857,C1182,P020,R01,21-07-23,21,64691,0.15,1883,Cheque,Cancelled,Lanre Ojo,
ORD-02729,C0763,P003,R11,15-02-23,47,23593,0,5890,Cash,Pending,Unassigned,Corporate Discount
ORD-02327,C0895,P001,R09,01-02-23,46,562379,0,3861,Bank Transfer,Pending,Bose Adama,Paid On Delivery
ORD-02606,C0904,P018,R10,15-08-23,43,123581,0.1,1018,Bank Transfer,Completed,Kabiru Musa,VIP Customer
ORD-00047,C0417,P014,R07,07-05-21,41,9526,0.05,5345,POS,Completed,Tonye Peterside,
ORD-02284,C0405,P001,R02,01-12-21,40,545458,0.05,3934,POS,Completed,Lanre Ojo,Urgent Delivery
ORD-01162,C0235,P005,R10,08-11-23,23,150973,0.2,5042,POS,Cancelled,Fatima Umar,Partial Payment
ORD-02122,C1106,P016,R10,15-12-23,3,263493,0.15,2790,Cash,Completed,Kabiru Musa,
ORD-00193,C0421,P020,R04,07-04-21,2,75342,0,2071,Bank Transfer,Completed,Amaka Nwosu,Paid On Delivery
ORD-01420,C0307,P019,R02,05-12-21,16,82563,0.15,7084,Bank Transfer,Cancelled,Tunde Afolabi,
ORD-02874,C0908,P010,R08,17-10-21,1,28549,0.1,2104,Cheque,Returned,Yakubu Idris,Bulk Order
ORD-01962,C0514,P017,R02,01-04-23,11,150857,0,1731,Cheque,Completed,Seun Bello,
ORD-01493,C0663,P020,R11,04-04-22,28,76592,0.1,7309,Cash,Returned,Fatima Umar,
ORD-02192,C0068,P017,R10,27-04-21,47,152480,0.2,3535,Cash,Returned,Kabiru Musa,Corporate Discount
ORD-01928,C0304,P004,R04,04-03-21,46,128835,0.05,7173,POS,Pending,Amaka Nwosu,Return Requested
ORD-00783,C0303,P014,R04,22-02-23,32,10236,0,1411,POS,Cancelled,Amaka Nwosu,
ORD-02344,C1102,P017,R11,11-06-23,50,140733,0,942,Bank Transfer,Returned,Fatima Umar,
ORD-00628,C0018,P014,R11,21-02-21,12,3841,0.1,4660,POS,Completed,Unassigned,
ORD-01263,C0741,P012,R11,23-11-23,19,12095,0,7916,Cash,Completed,Kabiru Musa,
ORD-02159,C0563,P009,R11,31-10-22,46,40770,0.05,2576,Bank Transfer,Completed,Zainab Aliyu,VIP Customer
ORD-00350,C1139,P008,R01,24-09-21,48,94688,0.15,7600,Bank Transfer,Pending,Seun Bello,Corporate Discount
ORD-01851,C1091,P016,R09,03-09-23,27,260390,0.05,674,Cheque,Returned,Yakubu Idris,VIP Customer
ORD-00142,C0507,P015,R05,10-05-22,15,279778,0.05,4913,Cash,Completed,Chidi Okonkwo,Return Requested
ORD-02053,C1064,P001,R03,06-07-21,50,562846,0,4775,Cash,Returned,Tunde Afolabi,Partial Payment
ORD-01766,C0035,P002,R05,30-10-22,22,73332,0.1,610,Bank Transfer,Completed,Chidi Okonkwo,Partial Payment
ORD-00101,C0983,P001,R09,25-05-22,32,558288,0.05,6846,Cheque,Pending,Yakubu Idris,Corporate Discount
ORD-01545,C1028,P006,R04,28-02-23,47,17940,0.05,7615,Bank Transfer,Returned,Amaka Nwosu,
ORD-01401,C1033,P013,R06,01-06-23,4,195172,0.15,7352,POS,Completed,Emeka Obi,Corporate Discount
ORD-02112,C1042,P013,R07,25-02-21,36,206776,0.15,3583,Bank Transfer,Completed,Efemena Oghenekaro,
ORD-02033,C1148,P020,R09,20-02-22,27,65729,0,4934,Cash,Completed,Musa Danladi,
ORD-00276,C0592,P017,R11,29-12-22,1,135305,0.15,4982,POS,Completed,Fatima Umar,Urgent Delivery
ORD-01866,C0914,P008,R09,26-05-21,5,98439,0.1,1923,POS,Completed,Musa Danladi,
ORD-00577,C1034,P017,R09,23-08-21,45,140220,0.1,1643,Cash,Completed,Yakubu Idris,
ORD-01487,C0363,P015,R01,23-11-23,21,290467,0,3215,Cash,Completed,Ronke Adeyemi,VIP Customer
ORD-02880,C1137,P005,R03,26-10-22,19,152307,0.2,6114,Bank Transfer,Pending,Tunde Afolabi,
ORD-02616,C0584,P002,R12,08-05-23,20,70252,0.2,4989,Bank Transfer,Completed,Hauwa Gombe,Paid On Delivery
ORD-02776,C0727,P006,R11,30-10-23,45,10314,0,3912,POS,Completed,Kabiru Musa,
ORD-01591,C0827,P002,R10,21-01-21,19,75481,0,2080,Cheque,Pending,Kabiru Musa,
ORD-01240,C0607,P001,R10,05-07-22,31,559521,0.15,6600,Bank Transfer,Completed,Kabiru Musa,Paid On Delivery
ORD-02347,C0764,P008,R13,23-11-21,29,109430,0,2761,Cash,Pending,Adamu Yusuf,
ORD-00420,C0058,P003,R01,01-04-21,31,22841,0,7861,Cash,Completed,Tunde Afolabi,Urgent Delivery
ORD-02340,C0530,P002,R02,08-09-21,40,65872,0.1,5977,Cash,Pending,Lanre Ojo,Bulk Order
ORD-02224,C1165,P016,R13,01-08-21,48,260073,0.15,1646,Cash,Completed,Hauwa Gombe,
ORD-01983,C1109,P003,R10,20-05-23,33,26651,0,6143,Cheque,Pending,Kabiru Musa,VIP Customer
ORD-00890,C0349,P003,R05,05-08-23,36,22967,0.05,4880,Bank Transfer,Completed,Amaka Nwosu,Return Requested
ORD-02882,C0634,P014,R11,15-05-23,41,3669,0.2,3864,Bank Transfer,Cancelled,Kabiru Musa,Corporate Discount
ORD-02672,C0492,P016,R03,01-05-22,26,264229,0,7059,Cash,Completed,Lanre Ojo,Bulk Order
ORD-02252,C1138,P002,R10,28-11-23,9,62486,0.05,1447,POS,Pending,Zainab Aliyu,VIP Customer
ORD-02568,C0766,P005,R13,04-01-21,30,152000,0.15,3946,POS,Completed,Hauwa Gombe,Paid On Delivery
ORD-02099,C1043,P007,R06,28-01-23,14,1000,0,5953,Cash,Completed,Tonye Peterside,Urgent Delivery
ORD-01046,C0377,P009,R13,11-02-23,33,42281,0,7791,POS,Pending,Suleiman Ringim,
ORD-00470,C1193,P013,R05,21-01-23,48,197230,0.15,3569,POS,Cancelled,Chidi Okonkwo,Paid On Delivery
ORD-02415,C0132,P010,R06,21-04-22,10,12669,0,638,Cash,Completed,Efemena Oghenekaro,Bulk Order
ORD-01558,C0375,P014,R07,24-05-23,35,4652,0,6529,Bank Transfer,Pending,Efemena Oghenekaro,Return Requested
ORD-01696,C0781,P002,R07,30-04-23,45,60912,0,7463,Cash,Completed,Emeka Obi,Urgent Delivery
ORD-00456,C0619,P013,R11,11-09-22,24,210136,0.1,6079,POS,Cancelled,Kabiru Musa,Bulk Order
ORD-00442,C0376,P015,R05,17-10-21,32,279670,0.2,4900,POS,Cancelled,Ngozi Obiora,
ORD-00862,C0276,P014,R07,07-12-21,23,19241,0,5688,Cheque,Pending,Efemena Oghenekaro,Paid On Delivery
ORD-01719,C0419,P011,R09,25-02-21,35,4795,0,1669,POS,Completed,Musa Danladi,Paid On Delivery
ORD-00957,C0569,P009,R09,17-10-23,27,49267,0.15,3134,Cash,Pending,Bose Adama,
ORD-01297,C0647,P008,R08,31-01-21,33,101451,0.15,2216,Cheque,Pending,Musa Danladi,Urgent Delivery
ORD-01822,C0485,P005,R01,10-05-23,33,163819,0.2,869,POS,Returned,Ronke Adeyemi,
ORD-01031,C0111,P013,R02,24-12-23,36,209746,0.05,6352,Cash,Pending,Ronke Adeyemi,
ORD-01533,C0173,P011,R09,14-06-22,46,19069,0,668,Cash,Pending,Musa Danladi,
ORD-00993,C1063,P016,R01,01-08-21,9,257443,0.05,5821,POS,Pending,Ronke Adeyemi,Return Requested
ORD-02714,C0380,P008,R02,17-12-23,48,107113,0.05,1632,Cash,Pending,Ronke Adeyemi,Partial Payment
ORD-01216,C0926,P018,R03,25-10-21,6,121637,0.1,6904,POS,Pending,Ronke Adeyemi,
ORD-02812,C0497,P010,R05,06-11-22,36,13344,0.15,6017,Cash,Cancelled,Chidi Okonkwo,Return Requested
ORD-02241,C0490,P009,R01,28-05-22,41,52858,0.05,3801,Bank Transfer,Returned,Tunde Afolabi,VIP Customer
ORD-01378,C0970,P007,R07,27-05-23,32,1000,0.1,5890,Cash,Cancelled,Emeka Obi,Paid On Delivery
ORD-02871,C0516,P006,R06,02-11-23,9,16079,0,5921,POS,Completed,Efemena Oghenekaro,Urgent Delivery
ORD-02397,C0095,P007,R12,30-07-21,19,16339,0.15,4044,Cash,Completed,Suleiman Ringim,
ORD-00812,C0551,P011,R04,16-12-21,32,18446,0,2700,Cash,Pending,Ngozi Obiora,
ORD-00489,C0025,P013,R03,28-12-21,26,205847,0.2,4145,Cash,Completed,Seun Bello,
ORD-02071,C0982,P013,R09,31-01-22,2,212073,0,1084,Cash,Cancelled,Bose Adama,Partial Payment
ORD-00565,C0522,P005,R02,22-06-23,22,158449,0.1,3260,Bank Transfer,Completed,Lanre Ojo,
ORD-00302,C0742,P004,R01,20-09-22,25,120017,0.15,2089,Cheque,Completed,Lanre Ojo,Paid On Delivery
ORD-00455,C0049,P010,R09,09-01-21,33,10204,0,1212,Bank Transfer,Completed,Yakubu Idris,Corporate Discount
ORD-00607,C0089,P010,R11,13-10-22,4,10340,0,7305,POS,Pending,Kabiru Musa,Return Requested
ORD-02699,C0034,P003,R11,19-03-21,24,22363,0,4504,Bank Transfer,Completed,Zainab Aliyu,
ORD-01325,C0609,P012,R12,20-05-23,1,23947,0.2,5220,Cheque,Completed,Suleiman Ringim,
ORD-00387,C0058,P014,R03,06-05-22,8,20229,0.1,6900,Bank Transfer,Cancelled,Ronke Adeyemi,
ORD-00665,C0025,P004,R01,01-02-22,24,132890,0.2,6828,Cash,Returned,Lanre Ojo,
ORD-01463,C0336,P018,R01,19-10-23,48,132821,0,1781,Bank Transfer,Completed,Ronke Adeyemi,Urgent Delivery
ORD-01713,C0956,P008,R12,11-11-22,2,97769,0.1,3950,Bank Transfer,Completed,Suleiman Ringim,Return Requested
ORD-02501,C0636,P016,R11,03-04-21,21,263046,0.15,2940,Bank Transfer,Completed,Kabiru Musa,Return Requested
ORD-02227,C0957,P005,R03,02-07-22,31,156220,0,4482,POS,Completed,Lanre Ojo,Paid On Delivery
ORD-02927,C0281,P003,R07,03-10-22,16,22524,0,2211,POS,Returned,Efemena Oghenekaro,Return Requested
ORD-02924,C0936,P004,R07,01-11-21,49,118043,0,2046,Cash,Pending,Emeka Obi,
ORD-01477,C1047,P016,R04,12-06-23,17,254767,0.15,7419,Cash,Cancelled,Uche Eze,Bulk Order
ORD-02063,C0596,P020,R05,12-07-21,48,62018,0.05,1937,POS,Returned,Uche Eze,VIP Customer
ORD-02048,C1055,P007,R01,04-07-21,39,12219,0.05,2643,Cash,Completed,Lanre Ojo,Corporate Discount
ORD-02609,C1121,P002,R07,24-01-21,8,68085,0,3323,Bank Transfer,Returned,Efemena Oghenekaro,
ORD-00052,C0283,P016,R04,03-10-23,25,252893,0.2,4722,Cash,Returned,Chidi Okonkwo,Partial Payment
ORD-00133,C0113,P005,R13,01-09-22,38,157857,0,4262,POS,Pending,Hauwa Gombe,VIP Customer
ORD-01640,C0976,P006,R02,27-09-21,9,15157,0.2,1451,Bank Transfer,Completed,Lanre Ojo,Paid On Delivery
ORD-01151,C0118,P010,R10,04-06-21,4,15678,0.05,1379,Cash,Completed,Fatima Umar,
ORD-01324,C0508,P006,R06,01-06-21,48,14941,0.2,5953,Cheque,Returned,Efemena Oghenekaro,Bulk Order
ORD-01456,C0554,P006,R03,29-09-21,30,6896,0,4731,Cheque,Returned,Ronke Adeyemi,Corporate Discount
ORD-02942,C1093,P018,R13,05-08-21,3,126511,0.2,686,Bank Transfer,Completed,Suleiman Ringim,Partial Payment
ORD-01828,C0634,P016,R10,05-11-23,6,251491,0.15,4861,POS,Pending,Zainab Aliyu,Urgent Delivery
ORD-00542,C1014,P015,R05,28-05-22,21,290153,0.05,1026,Cash,Pending,Ngozi Obiora,Return Requested
ORD-00850,C0681,P020,R08,27-12-21,43,67059,0,4154,POS,Completed,Yakubu Idris,
ORD-00598,C0107,P009,R04,24-06-21,40,38108,0,2301,Cash,Pending,Ngozi Obiora,Return Requested
ORD-01315,C0768,P014,R06,17-08-21,3,17010,0,7644,Bank Transfer,Pending,Emeka Obi,Corporate Discount
ORD-02065,C1187,P016,R03,10-03-23,11,252217,0.05,3956,Bank Transfer,Completed,Ronke Adeyemi,
ORD-02878,C0486,P009,R09,01-12-21,11,38305,0.2,6981,Cash,Returned,Yakubu Idris,
ORD-02972,C0414,P011,R02,29-10-23,33,1832,0.2,4908,Cash,Pending,Seun Bello,Return Requested
ORD-02093,C0457,P001,R03,23-05-22,48,564872,0.1,2967,Cash,Pending,Tunde Afolabi,Corporate Discount
ORD-02289,C0658,P019,R13,07-07-23,41,80221,0,4307,POS,Pending,Hauwa Gombe,Paid On Delivery
ORD-01694,C0209,P007,R06,25-12-22,1,1000,0.1,6862,POS,Completed,Emeka Obi,VIP Customer
ORD-01461,C0094,P001,R05,03-08-21,12,547705,0.15,6200,Bank Transfer,Completed,Chidi Okonkwo,Return Requested
ORD-00977,C1160,P005,R09,10-05-21,12,146421,0,4464,Cash,Completed,Bose Adama,Urgent Delivery
ORD-00624,C0402,P001,R01,04-08-23,19,561307,0.05,7149,Cash,Completed,Seun Bello,
ORD-00937,C0290,P004,R04,21-09-21,45,123515,0.15,2546,Cheque,Returned,Amaka Nwosu,
ORD-00008,C0048,P018,R03,11-02-22,12,115782,0.2,7471,Bank Transfer,Pending,Tunde Afolabi,Partial Payment
ORD-00873,C0724,P009,R08,27-03-22,49,50283,0,1101,Cheque,Pending,Musa Danladi,Partial Payment
ORD-01634,C0147,P009,R12,15-03-22,40,44203,0,2272,Cash,Returned,Suleiman Ringim,Bulk Order
ORD-00991,C0676,P018,R10,23-11-21,16,116354,0,5096,Cash,Pending,Kabiru Musa,Partial Payment
ORD-01130,C0570,P007,R13,04-06-22,21,1000,0,721,POS,Completed,Hauwa Gombe,
ORD-01061,C1100,P001,R06,11-07-21,33,563679,0,6792,Bank Transfer,Completed,Efemena Oghenekaro,Return Requested
ORD-00562,C0041,P008,R11,29-08-21,17,104209,0,3105,POS,Pending,Zainab Aliyu,Corporate Discount
ORD-01034,C0789,P012,R10,29-06-22,15,28744,0.1,2372,Bank Transfer,Pending,Zainab Aliyu,Partial Payment
ORD-02443,C1109,P003,R02,25-04-22,17,38556,0,4924,Cash,Pending,Seun Bello,Urgent Delivery
ORD-02302,C0604,P008,R01,04-01-21,26,106881,0,4302,POS,Completed,Lanre Ojo,Partial Payment
ORD-00037,C0486,P008,R05,01-10-22,20,106101,0.1,1825,Cheque,Cancelled,Uche Eze,Partial Payment
ORD-01679,C0967,P009,R03,08-12-22,18,38208,0.2,4052,Cheque,Completed,Ronke Adeyemi,
ORD-02177,C0966,P007,R03,21-03-21,32,7195,0.15,6027,Bank Transfer,Cancelled,Seun Bello,Partial Payment
ORD-01953,C0279,P002,R01,15-05-21,40,62994,0,6824,POS,Completed,Lanre Ojo,
ORD-01617,C0474,P017,R11,09-01-23,13,152471,0.15,6913,Cash,Completed,Kabiru Musa,Corporate Discount
ORD-02293,C1087,P004,R10,21-09-23,33,118550,0,6106,POS,Returned,Zainab Aliyu,
ORD-01275,C0652,P008,R02,08-07-22,9,102775,0,5457,POS,Cancelled,Ronke Adeyemi,Paid On Delivery
ORD-01007,C0934,P016,R06,03-09-21,18,260875,0.2,4563,Bank Transfer,Pending,Tonye Peterside,Corporate Discount
ORD-01665,C0456,P017,R07,15-10-23,46,150203,0,4298,Cash,Pending,Efemena Oghenekaro,Partial Payment
ORD-00042,C1188,P020,R13,06-08-23,7,62066,0,7314,Cash,Completed,Hauwa Gombe,Urgent Delivery
ORD-01856,C0241,P009,R02,07-01-22,10,50356,0.2,5398,Bank Transfer,Cancelled,Tunde Afolabi,VIP Customer
ORD-00770,C1032,P006,R03,30-03-23,29,13246,0.05,1004,Cheque,Completed,Ronke Adeyemi,
ORD-00445,C0358,P005,R10,22-05-23,24,148808,0,7314,Cash,Completed,Zainab Aliyu,VIP Customer
ORD-00106,C0643,P008,R11,23-10-22,12,103769,0,4241,Cash,Completed,Zainab Aliyu,Bulk Order
ORD-00331,C0590,P012,R09,10-03-23,20,15781,0.2,1923,POS,Completed,Yakubu Idris,
ORD-00549,C0004,P012,R10,17-06-23,19,27216,0,2216,Cash,Returned,Kabiru Musa,Bulk Order
ORD-02713,C0295,P007,R07,15-04-21,17,13696,0.05,6793,Cash,Completed,Tonye Peterside,Paid On Delivery
ORD-00864,C0953,P011,R04,15-05-22,26,18074,0,4061,Cash,Completed,Amaka Nwosu,Return Requested
ORD-02976,C0653,P003,R10,02-10-23,16,20744,0.2,7372,Cash,Completed,Kabiru Musa,VIP Customer
ORD-00406,C1161,P018,R13,02-06-22,9,122178,0.15,1778,Cash,Pending,Suleiman Ringim,
ORD-02095,C0153,P004,R01,03-02-21,30,126953,0.1,2113,POS,Pending,Seun Bello,Urgent Delivery
ORD-00295,C0347,P020,R01,06-02-23,40,69743,0,3415,Cash,Completed,Seun Bello,
ORD-02472,C0421,P005,R06,17-04-22,18,161473,0,4863,Bank Transfer,Completed,Efemena Oghenekaro,
ORD-02066,C0891,P008,R10,25-05-21,0,95319,0.2,1611,Cheque,Pending,Kabiru Musa,
ORD-01250,C0604,P018,R12,22-10-23,48,118306,0,4876,Bank Transfer,Pending,Suleiman Ringim,
ORD-02684,C0955,P015,R09,05-08-23,6,290793,0,3136,Cheque,Cancelled,Yakubu Idris,
ORD-01553,C1140,P019,R11,25-07-22,17,97561,0.05,6709,Bank Transfer,Returned,Kabiru Musa,Bulk Order
ORD-02268,C0672,P010,R03,26-09-23,9,28784,0.2,7164,Bank Transfer,Pending,Lanre Ojo,
ORD-02014,C0483,P010,R01,21-01-22,14,28579,0.1,7991,Cash,Completed,Lanre Ojo,Partial Payment
ORD-01919,C0312,P016,R03,20-03-22,17,259563,0.15,4928,Bank Transfer,Completed,Lanre Ojo,Bulk Order
ORD-02455,C1026,P015,R04,03-08-22,16,286808,0,6200,Bank Transfer,Cancelled,Uche Eze,Urgent Delivery
ORD-00126,C0555,P007,R07,08-10-22,16,13127,0.05,4106,Bank Transfer,Pending,Efemena Oghenekaro,Corporate Discount
ORD-00956,C0380,P019,R01,27-07-21,6,86806,0.05,6648,Bank Transfer,Completed,Ronke Adeyemi,VIP Customer
ORD-01613,C0026,P015,R02,22-05-21,5,279528,0,7198,POS,Pending,Lanre Ojo,
ORD-02306,C0326,P008,R01,04-11-21,7,107518,0,2562,Cash,Completed,Unassigned,VIP Customer
ORD-00054,C1119,P001,R09,21-02-23,3,564272,0,2678,Cash,Cancelled,Yakubu Idris,
ORD-02918,C0146,P020,R03,03-11-21,42,76493,0.05,4104,Cash,Pending,Tunde Afolabi,Urgent Delivery
ORD-00116,C0377,P001,R05,15-12-21,50,557125,0,3138,Bank Transfer,Completed,Chidi Okonkwo,
ORD-00982,C0498,P011,R04,15-04-21,30,13943,0,7851,POS,Returned,Chidi Okonkwo,VIP Customer
ORD-01651,C0612,P011,R01,12-10-23,35,5194,0,6707,Bank Transfer,Returned,Tunde Afolabi,
ORD-00451,C0713,P004,R11,18-04-22,24,132911,0.15,1955,Cheque,Pending,Kabiru Musa,Bulk Order
ORD-01302,C0282,P003,R10,06-12-23,34,30491,0,6630,Bank Transfer,Completed,Kabiru Musa,
ORD-01803,C0854,P011,R13,05-04-21,22,10173,0,3717,POS,Returned,Hauwa Gombe,Corporate Discount
ORD-02558,C0245,P011,R05,26-09-22,14,15468,0.1,580,POS,Completed,Chidi Okonkwo,
ORD-01112,C0442,P019,R03,13-01-21,34,84336,0,2684,POS,Completed,Lanre Ojo,Return Requested
ORD-02505,C0877,P006,R13,15-03-22,6,11175,0.2,1538,Cheque,Cancelled,Hauwa Gombe,
ORD-02317,C1016,P007,R03,02-02-22,21,9425,0.1,6744,POS,Completed,Seun Bello,Partial Payment
ORD-01924,C1162,P009,R10,08-12-23,3,38168,0.1,2669,Cash,Completed,Zainab Aliyu,Bulk Order
ORD-02561,C0621,P016,R12,12-08-23,30,253241,0.05,2809,Cheque,Completed,Suleiman Ringim,
ORD-02643,C0443,P002,R08,22-08-22,47,76802,0,5606,Cheque,Cancelled,Musa Danladi,
ORD-00357,C0305,P010,R13,25-08-22,39,17458,0,7458,POS,Pending,Adamu Yusuf,Bulk Order
ORD-02139,C1095,P020,R11,26-09-23,21,69891,0,1882,POS,Completed,Fatima Umar,Return Requested
ORD-01576,C0196,P006,R05,17-09-23,22,2241,0.05,4685,Cheque,Completed,Ngozi Obiora,Corporate Discount
ORD-02579,C0825,P004,R09,22-08-21,3,129561,0.2,4351,Cash,Cancelled,Bose Adama,Partial Payment
ORD-01781,C0724,P016,R09,22-09-21,42,251541,0.15,3398,Bank Transfer,Pending,Musa Danladi,Paid On Delivery
ORD-02182,C0234,P003,R08,10-11-23,15,39937,0,3759,Cheque,Pending,Bose Adama,Partial Payment
ORD-02287,C1180,P002,R12,05-05-22,2,62540,0.2,2884,Bank Transfer,Pending,Suleiman Ringim,VIP Customer
ORD-01304,C0163,P009,R04,06-09-22,43,37214,0,3739,POS,Cancelled,Ngozi Obiora,Paid On Delivery
ORD-00548,C0855,P001,R03,15-11-23,33,555848,0,6053,Bank Transfer,Pending,Tunde Afolabi,Partial Payment
ORD-02361,C0746,P016,R04,25-09-21,20,258585,0,6444,POS,Pending,Ngozi Obiora,Paid On Delivery
ORD-02394,C0557,P020,R12,25-09-22,41,71654,0.15,1950,Cash,Completed,Hauwa Gombe,Return Requested
ORD-01341,C0157,P010,R08,14-11-23,45,26235,0,5176,Cash,Completed,Bose Adama,
ORD-02966,C1197,P004,R07,09-08-23,12,124029,0,6878,POS,Cancelled,Efemena Oghenekaro,Corporate Discount
ORD-01226,C0612,P006,R06,21-06-21,33,14314,0,2007,Cheque,Completed,Emeka Obi,VIP Customer
ORD-00635,C0409,P004,R05,30-12-23,44,132162,0.05,2459,Cheque,Pending,Chidi Okonkwo,Bulk Order
ORD-02604,C0260,P005,R08,07-09-21,13,161153,0,1831,Cash,Pending,Musa Danladi,
ORD-01807,C0779,P019,R03,20-03-23,44,87175,0.1,2792,Cheque,Completed,Ronke Adeyemi,Bulk Order
ORD-02556,C0479,P002,R12,14-01-22,36,66382,0,4686,Bank Transfer,Completed,Hauwa Gombe,
ORD-02232,C0107,P019,R08,25-08-21,44,99568,0,5042,Bank Transfer,Completed,Yakubu Idris,Urgent Delivery
ORD-01312,C0365,P020,R06,27-05-21,1,64855,0.1,5981,POS,Completed,Efemena Oghenekaro,Paid On Delivery
ORD-01518,C1165,P004,R11,09-03-21,13,122665,0,6228,Bank Transfer,Completed,Fatima Umar,Return Requested
ORD-00696,C0905,P006,R05,28-07-23,49,7905,0.2,3964,Bank Transfer,Completed,Chidi Okonkwo,Return Requested
ORD-00785,C0304,P005,R11,04-04-22,17,147000,0,7987,Cash,Pending,Kabiru Musa,
ORD-02553,C0401,P001,R06,06-06-21,3,549750,0.1,2057,Cash,Pending,Efemena Oghenekaro,
ORD-02123,C0886,P013,R07,02-12-22,36,207223,0.1,5415,Bank Transfer,Returned,Efemena Oghenekaro,Urgent Delivery
ORD-00710,C1176,P012,R01,08-02-22,18,12335,0,6013,POS,Completed,Lanre Ojo,Bulk Order
ORD-00083,C1042,P005,R06,09-09-22,33,162853,0,2768,Cheque,Completed,Tonye Peterside,Corporate Discount
ORD-01969,C1016,P017,R13,03-06-23,9,137319,0,3856,Bank Transfer,Returned,Hauwa Gombe,
ORD-01632,C0681,P015,R09,05-01-22,10,289504,0,4325,Cash,Completed,Yakubu Idris,Bulk Order
ORD-01463,C0336,P018,R01,19-10-23,48,132821,0,1781,Bank Transfer,Completed,Ronke Adeyemi,Urgent Delivery
ORD-02465,C0224,P016,R03,26-09-22,47,264598,0.05,4762,POS,Completed,Seun Bello,
ORD-02085,C0291,P010,R08,18-03-21,42,19247,0.1,6800,Cash,Completed,Yakubu Idris,Return Requested
ORD-02259,C0173,P020,R08,04-08-21,12,67262,0,6315,POS,Returned,Musa Danladi,Bulk Order
ORD-01247,C1160,P003,R10,26-08-22,32,23151,0,5525,POS,Cancelled,Zainab Aliyu,Bulk Order
ORD-01808,C0096,P003,R09,18-01-22,5,24874,0,6618,Cheque,Returned,Yakubu Idris,Partial Payment
ORD-00272,C0483,P018,R10,15-11-21,10,131127,0.15,3018,Bank Transfer,Returned,Zainab Aliyu,VIP Customer
ORD-00765,C0350,P020,R03,13-04-22,14,63517,0.15,3480,Cheque,Completed,Seun Bello,Partial Payment
ORD-02341,C0569,P008,R12,21-09-23,4,105104,0.1,7246,Cash,Pending,Hauwa Gombe,
ORD-01088,C0527,P015,R09,28-05-23,19,276503,0.05,4945,Cash,Returned,Bose Adama,VIP Customer
ORD-01736,C1062,P018,R06,17-05-23,37,125241,0,7249,POS,Returned,Emeka Obi,Partial Payment
ORD-02772,C1173,P005,R03,31-07-21,25,162289,0.15,4719,Bank Transfer,Returned,Lanre Ojo,
ORD-01893,C1101,P008,R07,29-09-22,25,92390,0.05,7886,Cash,Completed,Tonye Peterside,VIP Customer
ORD-00574,C0838,P015,R06,17-04-23,40,293385,0.05,6569,Cheque,Pending,Emeka Obi,
